metric,band,roi_a,roi_b,delta
aec,gamma,occipital,frontal_central,0.024637168273329735
aec,gamma,occipital,central,0.008972817100584507
aec,gamma,occipital,parietal,0.01637737639248371
aec,gamma,occipital,occipital,-0.0400611087679863
aec,gamma,occipital,temporal,0.025835521519184113
aec,gamma,temporal,frontal,0.010619467124342918
aec,gamma,temporal,frontal_central,-0.002009748946875334
aec,gamma,temporal,central,-0.006824139039963484
aec,gamma,temporal,parietal,-0.004581975284963846
aec,gamma,temporal,occipital,0.025835521519184113
aec,gamma,temporal,temporal,-0.01238630898296833
